Year_Month,Line,Card_type,Trip
2022-05,T8 Airport and South Line,School Student,80448
2022-05,T8 Airport and South Line,Senior/Pensioner,183822
2022-05,T8 Airport and South Line,Sgl Trip Rail Adult,33463
2022-05,T8 Airport and South Line,Sgl Trip Rail Child/Youth,7388
2022-05,T9 Northern Line,Adult,696672
2022-05,T9 Northern Line,CTP,351647
2022-05,T9 Northern Line,Child/Youth,41191
2022-05,T9 Northern Line,Concession,94739
2022-05,T9 Northern Line,Day Pass without SAF,5
2022-05,T9 Northern Line,Employee,11158
2022-05,T9 Northern Line,Free Travel,851
2022-05,T9 Northern Line,School Student,82015
2022-05,T9 Northern Line,Senior/Pensioner,137674
2022-05,T9 Northern Line,Sgl Trip Rail Adult,1714
2022-05,T9 Northern Line,Sgl Trip Rail Child/Youth,891
2022-06,Blue Mountains Line,Adult,213218
2022-06,Blue Mountains Line,CTP,108498
2022-06,Blue Mountains Line,Child/Youth,16761
2022-06,Blue Mountains Line,Concession,19418
2022-06,Blue Mountains Line,Day Pass without SAF,65
2022-06,Blue Mountains Line,Employee,7659
2022-06,Blue Mountains Line,Free Travel,529
2022-06,Blue Mountains Line,School Student,23715
2022-06,Blue Mountains Line,Senior/Pensioner,64700
2022-06,Blue Mountains Line,Sgl Trip Rail Adult,1587
2022-06,Blue Mountains Line,Sgl Trip Rail Child/Youth,1281
2022-06,Central Coast Newcastle Line,Adult,354350
2022-06,Central Coast Newcastle Line,CTP,197940
2022-06,Central Coast Newcastle Line,Child/Youth,31914
2022-06,Central Coast Newcastle Line,Concession,37265
2022-06,Central Coast Newcastle Line,Day Pass without SAF,56
2022-06,Central Coast Newcastle Line,Employee,13228
2022-06,Central Coast Newcastle Line,Free Travel,1350
2022-06,Central Coast Newcastle Line,School Student,61248
2022-06,Central Coast Newcastle Line,Senior/Pensioner,127381
2022-06,Central Coast Newcastle Line,Sgl Trip Rail Adult,3424
2022-06,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,1647
2022-06,Hunter Line,Adult,15873
2022-06,Hunter Line,CTP,12811
2022-06,Hunter Line,Child/Youth,2260
2022-06,Hunter Line,Concession,2720
2022-06,Hunter Line,Day Pass without SAF,33
2022-06,Hunter Line,Employee,321
2022-06,Hunter Line,Free Travel,154
2022-06,Hunter Line,School Student,3420
2022-06,Hunter Line,Senior/Pensioner,9784
2022-06,Hunter Line,Sgl Trip Rail Adult,113
2022-06,Hunter Line,Sgl Trip Rail Child/Youth,77
2022-06,South Coast Line,Adult,193620
2022-06,South Coast Line,CTP,135983
2022-06,South Coast Line,Child/Youth,16401
2022-06,South Coast Line,Concession,18360
2022-06,South Coast Line,Day Pass Child/Youth w/o SAF,35
2022-06,South Coast Line,Day Pass without SAF,42
2022-06,South Coast Line,Employee,4216
2022-06,South Coast Line,Free Travel,409
2022-06,South Coast Line,School Student,21555
2022-06,South Coast Line,Senior/Pensioner,63313
2022-06,South Coast Line,Sgl Trip Rail Adult,1322
2022-06,South Coast Line,Sgl Trip Rail Child/Youth,666
2022-06,Southern Highlands Line,Adult,18714
2022-06,Southern Highlands Line,CTP,10653
2022-06,Southern Highlands Line,Child/Youth,2276
2022-06,Southern Highlands Line,Concession,1496
2022-06,Southern Highlands Line,Day Pass without SAF,3
2022-06,Southern Highlands Line,Employee,531
2022-06,Southern Highlands Line,Free Travel,92
2022-06,Southern Highlands Line,School Student,1215
2022-06,Southern Highlands Line,Senior/Pensioner,9417
2022-06,Southern Highlands Line,Sgl Trip Rail Adult,120
2022-06,Southern Highlands Line,Sgl Trip Rail Child/Youth,91
2022-06,T1 North Shore Line,Adult,1309790
2022-06,T1 North Shore Line,CTP,833034
2022-06,T1 North Shore Line,Child/Youth,106068
2022-06,T1 North Shore Line,Concession,131120
2022-06,T1 North Shore Line,Day Pass Child/Youth w/o SAF,6
2022-06,T1 North Shore Line,Day Pass without SAF,32
2022-06,T1 North Shore Line,Employee,26812
2022-06,T1 North Shore Line,Free Travel,3457
2022-06,T1 North Shore Line,School Student,179185
2022-06,T1 North Shore Line,Senior/Pensioner,243066
2022-06,T1 North Shore Line,Sgl Trip Rail Adult,10216
2022-06,T1 North Shore Line,Sgl Trip Rail Child/Youth,7472
2022-06,T1 Western Line,Adult,1433244
2022-06,T1 Western Line,CTP,690250
2022-06,T1 Western Line,Child/Youth,87960
2022-06,T1 Western Line,Concession,136819
2022-06,T1 Western Line,Day Pass Child/Youth w/o SAF,130
2022-06,T1 Western Line,Day Pass without SAF,263
2022-06,T1 Western Line,Employee,41308
2022-06,T1 Western Line,Free Travel,3019
2022-06,T1 Western Line,School Student,154754
2022-06,T1 Western Line,Senior/Pensioner,273563
2022-06,T1 Western Line,Sgl Trip Rail Adult,9784
2022-06,T1 Western Line,Sgl Trip Rail Child/Youth,7576
2022-06,T2 Inner West Line,Adult,649851
2022-06,T2 Inner West Line,CTP,421696
2022-06,T2 Inner West Line,Child/Youth,38801
2022-06,T2 Inner West Line,Concession,58769
2022-06,T2 Inner West Line,Day Pass without SAF,14
2022-06,T2 Inner West Line,Employee,12167
2022-06,T2 Inner West Line,Free Travel,778
2022-06,T2 Inner West Line,School Student,50192
2022-06,T2 Inner West Line,Senior/Pensioner,114340
2022-06,T2 Inner West Line,Sgl Trip Rail Adult,4491
2022-06,T2 Inner West Line,Sgl Trip Rail Child/Youth,2922
2022-06,T2 Leppington Line,Adult,874345
2022-06,T2 Leppington Line,CTP,461756
2022-06,T2 Leppington Line,Child/Youth,59949
2022-06,T2 Leppington Line,Concession,94673
2022-06,T2 Leppington Line,Day Pass without SAF,24
2022-06,T2 Leppington Line,Employee,17198
2022-06,T2 Leppington Line,Free Travel,1438
2022-06,T2 Leppington Line,School Student,71830
2022-06,T2 Leppington Line,Senior/Pensioner,204270
2022-06,T2 Leppington Line,Sgl Trip Rail Adult,6791
2022-06,T2 Leppington Line,Sgl Trip Rail Child/Youth,4879
2022-06,T3 Bankstown Line,Adult,777017
2022-06,T3 Bankstown Line,CTP,448225
2022-06,T3 Bankstown Line,Child/Youth,54350
2022-06,T3 Bankstown Line,Concession,81355
2022-06,T3 Bankstown Line,Day Pass without SAF,12
2022-06,T3 Bankstown Line,Employee,12744
2022-06,T3 Bankstown Line,Free Travel,1166
2022-06,T3 Bankstown Line,School Student,50650
2022-06,T3 Bankstown Line,Senior/Pensioner,198293
2022-06,T3 Bankstown Line,Sgl Trip Rail Adult,5885
2022-06,T3 Bankstown Line,Sgl Trip Rail Child/Youth,4527
2022-06,T4 Eastern Suburbs and Illawarra Line,Adult,1644532
2022-06,T4 Eastern Suburbs and Illawarra Line,CTP,1155442
2022-06,T4 Eastern Suburbs and Illawarra Line,Child/Youth,100970
2022-06,T4 Eastern Suburbs and Illawarra Line,Concession,132987
2022-06,T4 Eastern Suburbs and Illawarra Line,Day Pass Child/Youth w/o SAF,1
2022-06,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,152
2022-06,T4 Eastern Suburbs and Illawarra Line,Employee,39300
2022-06,T4 Eastern Suburbs and Illawarra Line,Free Travel,4555
2022-06,T4 Eastern Suburbs and Illawarra Line,School Student,136713
2022-06,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,360273
2022-06,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,12018
2022-06,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,8106
2022-06,T5 Cumberland Line,Adult,259025
2022-06,T5 Cumberland Line,CTP,117167
2022-06,T5 Cumberland Line,Child/Youth,15378
2022-06,T5 Cumberland Line,Concession,25729
2022-06,T5 Cumberland Line,Day Pass Child/Youth w/o SAF,24
2022-06,T5 Cumberland Line,Employee,2982
2022-06,T5 Cumberland Line,Free Travel,50
2022-06,T5 Cumberland Line,School Student,23679
2022-06,T5 Cumberland Line,Senior/Pensioner,54581
2022-06,T5 Cumberland Line,Sgl Trip Rail Adult,921
2022-06,T5 Cumberland Line,Sgl Trip Rail Child/Youth,681
2022-06,T6 replacement buses,Adult,7386
2022-06,T6 replacement buses,CTP,65
2022-06,T6 replacement buses,Child/Youth,430
2022-06,T6 replacement buses,Concession,440
2022-06,T6 replacement buses,Employee,72
2022-06,T6 replacement buses,Free Travel,20
2022-06,T6 replacement buses,School Student,828
2022-06,T6 replacement buses,Senior/Pensioner,2342
2022-06,T7 Olympic Park Line,Adult,25911
2022-06,T7 Olympic Park Line,CTP,14144
2022-06,T7 Olympic Park Line,Child/Youth,1867
2022-06,T7 Olympic Park Line,Concession,1739
2022-06,T7 Olympic Park Line,Employee,556
2022-06,T7 Olympic Park Line,Free Travel,19
2022-06,T7 Olympic Park Line,School Student,1679
2022-06,T7 Olympic Park Line,Senior/Pensioner,3810
2022-06,T7 Olympic Park Line,Sgl Trip Rail Adult,126
2022-06,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,65
2022-06,T8 Airport and South Line,Adult,1146447
2022-06,T8 Airport and South Line,CTP,830463
2022-06,T8 Airport and South Line,Child/Youth,79061
2022-06,T8 Airport and South Line,Concession,106106
2022-06,T8 Airport and South Line,Day Pass without SAF,52
2022-06,T8 Airport and South Line,Employee,34466
2022-06,T8 Airport and South Line,Free Travel,2620
2022-06,T8 Airport and South Line,School Student,74198
2022-06,T8 Airport and South Line,Senior/Pensioner,197862
2022-06,T8 Airport and South Line,Sgl Trip Rail Adult,37620
2022-06,T8 Airport and South Line,Sgl Trip Rail Child/Youth,12323
2022-06,T9 Northern Line,Adult,676107
2022-06,T9 Northern Line,CTP,349448
2022-06,T9 Northern Line,Child/Youth,44231
2022-06,T9 Northern Line,Concession,77881
2022-06,T9 Northern Line,Day Pass without SAF,4
2022-06,T9 Northern Line,Employee,10289
2022-06,T9 Northern Line,Free Travel,820
2022-06,T9 Northern Line,School Student,73511
2022-06,T9 Northern Line,Senior/Pensioner,138845
2022-06,T9 Northern Line,Sgl Trip Rail Adult,2232
2022-06,T9 Northern Line,Sgl Trip Rail Child/Youth,1323
2022-07,Blue Mountains Line,Adult,100523
2022-07,Blue Mountains Line,CTP,53086
2022-07,Blue Mountains Line,Child/Youth,12139
2022-07,Blue Mountains Line,Concession,9509
2022-07,Blue Mountains Line,Day Pass without SAF,51
2022-07,Blue Mountains Line,Employee,2480
2022-07,Blue Mountains Line,Free Travel,179
2022-07,Blue Mountains Line,School Student,6090
2022-07,Blue Mountains Line,Senior/Pensioner,33277
2022-07,Blue Mountains Line,Sgl Trip Rail Adult,787
2022-07,Blue Mountains Line,Sgl Trip Rail Child/Youth,668
2022-07,Central Coast Newcastle Line,Adult,302643
2022-07,Central Coast Newcastle Line,CTP,177779
2022-07,Central Coast Newcastle Line,Child/Youth,37802
2022-07,Central Coast Newcastle Line,Concession,33526
2022-07,Central Coast Newcastle Line,Day Pass Child/Youth w/o SAF,1
2022-07,Central Coast Newcastle Line,Day Pass without SAF,51
2022-07,Central Coast Newcastle Line,Employee,9114
2022-07,Central Coast Newcastle Line,Free Travel,1134
2022-07,Central Coast Newcastle Line,School Student,27970
2022-07,Central Coast Newcastle Line,Senior/Pensioner,101173
2022-07,Central Coast Newcastle Line,Sgl Trip Rail Adult,3205
2022-07,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,2307
2022-07,Hunter Line,Adult,7010
2022-07,Hunter Line,CTP,6691
2022-07,Hunter Line,Child/Youth,997
2022-07,Hunter Line,Concession,2381
2022-07,Hunter Line,Day Pass without SAF,12
2022-07,Hunter Line,Employee,164
2022-07,Hunter Line,Free Travel,66
2022-07,Hunter Line,School Student,1727
2022-07,Hunter Line,Senior/Pensioner,4480
2022-07,Hunter Line,Sgl Trip Rail Adult,65
2022-07,Hunter Line,Sgl Trip Rail Child/Youth,30
2022-07,South Coast Line,Adult,161229
2022-07,South Coast Line,CTP,113306
2022-07,South Coast Line,Child/Youth,18690
2022-07,South Coast Line,Concession,15475
2022-07,South Coast Line,Day Pass without SAF,29
2022-07,South Coast Line,Employee,2640
2022-07,South Coast Line,Free Travel,313
2022-07,South Coast Line,School Student,9846
2022-07,South Coast Line,Senior/Pensioner,47514
2022-07,South Coast Line,Sgl Trip Rail Adult,1269
2022-07,South Coast Line,Sgl Trip Rail Child/Youth,734
2022-07,Southern Highlands Line,Adult,16436
2022-07,Southern Highlands Line,CTP,10055
2022-07,Southern Highlands Line,Child/Youth,2843
2022-07,Southern Highlands Line,Concession,1315
2022-07,Southern Highlands Line,Day Pass without SAF,2
2022-07,Southern Highlands Line,Employee,272
2022-07,Southern Highlands Line,Free Travel,70
2022-07,Southern Highlands Line,School Student,638
2022-07,Southern Highlands Line,Senior/Pensioner,7906
2022-07,Southern Highlands Line,Sgl Trip Rail Adult,80
2022-07,Southern Highlands Line,Sgl Trip Rail Child/Youth,102
2022-07,T1 North Shore Line,Adult,1171341
2022-07,T1 North Shore Line,CTP,733906
2022-07,T1 North Shore Line,Child/Youth,111343
2022-07,T1 North Shore Line,Concession,121472
2022-07,T1 North Shore Line,Day Pass Child/Youth w/o SAF,2
2022-07,T1 North Shore Line,Day Pass without SAF,21
2022-07,T1 North Shore Line,Employee,16209
2022-07,T1 North Shore Line,Free Travel,2698
2022-07,T1 North Shore Line,School Student,91646
2022-07,T1 North Shore Line,Senior/Pensioner,201087
2022-07,T1 North Shore Line,Sgl Trip Rail Adult,8261
2022-07,T1 North Shore Line,Sgl Trip Rail Child/Youth,6351
2022-07,T1 Western Line,Adult,1420825
2022-07,T1 Western Line,CTP,682686
2022-07,T1 Western Line,Child/Youth,94836
2022-07,T1 Western Line,Concession,138411
2022-07,T1 Western Line,Day Pass Child/Youth w/o SAF,1
2022-07,T1 Western Line,Day Pass without SAF,241
2022-07,T1 Western Line,Employee,30956
2022-07,T1 Western Line,Free Travel,2655
2022-07,T1 Western Line,School Student,80721
2022-07,T1 Western Line,Senior/Pensioner,261335
2022-07,T1 Western Line,Sgl Trip Rail Adult,8460
2022-07,T1 Western Line,Sgl Trip Rail Child/Youth,7502
2022-07,T2 Inner West Line,Adult,498769
2022-07,T2 Inner West Line,CTP,311223
2022-07,T2 Inner West Line,Child/Youth,30315
2022-07,T2 Inner West Line,Concession,43402
2022-07,T2 Inner West Line,Day Pass without SAF,2
2022-07,T2 Inner West Line,Employee,5692
2022-07,T2 Inner West Line,Free Travel,320
2022-07,T2 Inner West Line,School Student,20219
2022-07,T2 Inner West Line,Senior/Pensioner,80269
2022-07,T2 Inner West Line,Sgl Trip Rail Adult,2281
2022-07,T2 Inner West Line,Sgl Trip Rail Child/Youth,1552
2022-07,T2 Leppington Line,Adult,820247
2022-07,T2 Leppington Line,CTP,416726
2022-07,T2 Leppington Line,Child/Youth,56003
2022-07,T2 Leppington Line,Concession,86384
2022-07,T2 Leppington Line,Day Pass without SAF,11
2022-07,T2 Leppington Line,Employee,10484
2022-07,T2 Leppington Line,Free Travel,1107
2022-07,T2 Leppington Line,School Student,34967
2022-07,T2 Leppington Line,Senior/Pensioner,177095
2022-07,T2 Leppington Line,Sgl Trip Rail Adult,4812
2022-07,T2 Leppington Line,Sgl Trip Rail Child/Youth,3626
2022-07,T3 Bankstown Line,Adult,519335
2022-07,T3 Bankstown Line,CTP,276625
2022-07,T3 Bankstown Line,Child/Youth,34213
2022-07,T3 Bankstown Line,Concession,53313
2022-07,T3 Bankstown Line,Day Pass without SAF,12
2022-07,T3 Bankstown Line,Employee,5756
2022-07,T3 Bankstown Line,Free Travel,641
2022-07,T3 Bankstown Line,School Student,23814
2022-07,T3 Bankstown Line,Senior/Pensioner,123536
2022-07,T3 Bankstown Line,Sgl Trip Rail Adult,2937
2022-07,T3 Bankstown Line,Sgl Trip Rail Child/Youth,2141
2022-07,T4 Eastern Suburbs and Illawarra Line,Adult,1601618
2022-07,T4 Eastern Suburbs and Illawarra Line,CTP,1092150
2022-07,T4 Eastern Suburbs and Illawarra Line,Child/Youth,117514
2022-07,T4 Eastern Suburbs and Illawarra Line,Concession,127306
2022-07,T4 Eastern Suburbs and Illawarra Line,Day Pass Child/Youth w/o SAF,5
2022-07,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,94
2022-07,T4 Eastern Suburbs and Illawarra Line,Employee,28172
2022-07,T4 Eastern Suburbs and Illawarra Line,Free Travel,4359
2022-07,T4 Eastern Suburbs and Illawarra Line,School Student,66631
2022-07,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,315845
2022-07,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,10468
2022-07,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,7898
2022-07,T5 Cumberland Line,Adult,204703
2022-07,T5 Cumberland Line,CTP,91488
2022-07,T5 Cumberland Line,Child/Youth,12967
2022-07,T5 Cumberland Line,Concession,20377
2022-07,T5 Cumberland Line,Day Pass without SAF,2
2022-07,T5 Cumberland Line,Employee,1698
2022-07,T5 Cumberland Line,Free Travel,15
2022-07,T5 Cumberland Line,School Student,10004
2022-07,T5 Cumberland Line,Senior/Pensioner,41135
2022-07,T5 Cumberland Line,Sgl Trip Rail Adult,523
2022-07,T5 Cumberland Line,Sgl Trip Rail Child/Youth,486
2022-07,T6 replacement buses,Adult,6515
2022-07,T6 replacement buses,CTP,50
2022-07,T6 replacement buses,Child/Youth,573
2022-07,T6 replacement buses,Concession,376
2022-07,T6 replacement buses,Day Pass without SAF,1
2022-07,T6 replacement buses,Employee,46
2022-07,T6 replacement buses,Free Travel,7
2022-07,T6 replacement buses,School Student,407
2022-07,T6 replacement buses,Senior/Pensioner,1935
2022-07,T7 Olympic Park Line,Adult,33958
2022-07,T7 Olympic Park Line,CTP,20364
2022-07,T7 Olympic Park Line,Child/Youth,3416
2022-07,T7 Olympic Park Line,Concession,3229
2022-07,T7 Olympic Park Line,Day Pass without SAF,1
2022-07,T7 Olympic Park Line,Employee,419
2022-07,T7 Olympic Park Line,Free Travel,29
2022-07,T7 Olympic Park Line,School Student,930
2022-07,T7 Olympic Park Line,Senior/Pensioner,4761
2022-07,T7 Olympic Park Line,Sgl Trip Rail Adult,170
2022-07,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,184
2022-07,T8 Airport and South Line,Adult,1016305
2022-07,T8 Airport and South Line,CTP,719133
2022-07,T8 Airport and South Line,Child/Youth,73098
2022-07,T8 Airport and South Line,Concession,94594
2022-07,T8 Airport and South Line,Day Pass Child/Youth w/o SAF,1
2022-07,T8 Airport and South Line,Day Pass without SAF,25
2022-07,T8 Airport and South Line,Employee,21656
2022-07,T8 Airport and South Line,Free Travel,2087
2022-07,T8 Airport and South Line,School Student,35204
2022-07,T8 Airport and South Line,Senior/Pensioner,154814
2022-07,T8 Airport and South Line,Sgl Trip Rail Adult,33828
2022-07,T8 Airport and South Line,Sgl Trip Rail Child/Youth,12056
2022-07,T9 Northern Line,Adult,624400
2022-07,T9 Northern Line,CTP,324361
2022-07,T9 Northern Line,Child/Youth,50591
2022-07,T9 Northern Line,Concession,70644
2022-07,T9 Northern Line,Day Pass without SAF,3
2022-07,T9 Northern Line,Employee,6762
2022-07,T9 Northern Line,Free Travel,623
2022-07,T9 Northern Line,School Student,35747
2022-07,T9 Northern Line,Senior/Pensioner,116873
2022-07,T9 Northern Line,Sgl Trip Rail Adult,1604
2022-07,T9 Northern Line,Sgl Trip Rail Child/Youth,1288
2022-08,Blue Mountains Line,Adult,204494
2022-08,Blue Mountains Line,CTP,104184
2022-08,Blue Mountains Line,Child/Youth,10642
2022-08,Blue Mountains Line,Concession,26252
2022-08,Blue Mountains Line,Day Pass without SAF,53
2022-08,Blue Mountains Line,Employee,3466
2022-08,Blue Mountains Line,Free Travel,314
2022-08,Blue Mountains Line,School Student,21596
2022-08,Blue Mountains Line,Senior/Pensioner,56390
2022-08,Blue Mountains Line,Sgl Trip Rail Adult,1051
2022-08,Blue Mountains Line,Sgl Trip Rail Child/Youth,579
2022-08,Central Coast Newcastle Line,Adult,348817
2022-08,Central Coast Newcastle Line,CTP,201116
2022-08,Central Coast Newcastle Line,Child/Youth,25012
2022-08,Central Coast Newcastle Line,Concession,57795
2022-08,Central Coast Newcastle Line,Day Pass Child/Youth w/o SAF,3
2022-08,Central Coast Newcastle Line,Day Pass without SAF,48
2022-08,Central Coast Newcastle Line,Employee,8045
2022-08,Central Coast Newcastle Line,Free Travel,1220
2022-08,Central Coast Newcastle Line,School Student,61998
2022-08,Central Coast Newcastle Line,Senior/Pensioner,117559
2022-08,Central Coast Newcastle Line,Sgl Trip Rail Adult,2940
2022-08,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,1294
2022-08,Hunter Line,Adult,15942
2022-08,Hunter Line,CTP,14514
2022-08,Hunter Line,Child/Youth,1922
2022-08,Hunter Line,Concession,5673
2022-08,Hunter Line,Day Pass without SAF,32
2022-08,Hunter Line,Employee,328
2022-08,Hunter Line,Free Travel,150
2022-08,Hunter Line,School Student,3874
2022-08,Hunter Line,Senior/Pensioner,9910
2022-08,Hunter Line,Sgl Trip Rail Adult,107
2022-08,Hunter Line,Sgl Trip Rail Child/Youth,55
2022-08,South Coast Line,Adult,188969
2022-08,South Coast Line,CTP,133151
2022-08,South Coast Line,Child/Youth,12462
2022-08,South Coast Line,Concession,27845
2022-08,South Coast Line,Day Pass without SAF,33
2022-08,South Coast Line,Employee,2769
2022-08,South Coast Line,Free Travel,421
2022-08,South Coast Line,School Student,22429
2022-08,South Coast Line,Senior/Pensioner,57519
2022-08,South Coast Line,Sgl Trip Rail Adult,1120
2022-08,South Coast Line,Sgl Trip Rail Child/Youth,411
2022-08,Southern Highlands Line,Adult,16614
2022-08,Southern Highlands Line,CTP,9779
2022-08,Southern Highlands Line,Child/Youth,1635
2022-08,Southern Highlands Line,Concession,1970
2022-08,Southern Highlands Line,Day Pass without SAF,1
2022-08,Southern Highlands Line,Employee,236
2022-08,Southern Highlands Line,Free Travel,57
2022-08,Southern Highlands Line,School Student,1227
2022-08,Southern Highlands Line,Senior/Pensioner,8456
2022-08,Southern Highlands Line,Sgl Trip Rail Adult,76
2022-08,Southern Highlands Line,Sgl Trip Rail Child/Youth,70
2022-08,T1 North Shore Line,Adult,1231619
2022-08,T1 North Shore Line,CTP,766736
2022-08,T1 North Shore Line,Child/Youth,64266
2022-08,T1 North Shore Line,Concession,175423
2022-08,T1 North Shore Line,Day Pass without SAF,16
2022-08,T1 North Shore Line,Employee,10396
2022-08,T1 North Shore Line,Free Travel,2433
2022-08,T1 North Shore Line,School Student,181149
2022-08,T1 North Shore Line,Senior/Pensioner,208014
2022-08,T1 North Shore Line,Sgl Trip Rail Adult,5882
2022-08,T1 North Shore Line,Sgl Trip Rail Child/Youth,2700
2022-08,T1 Western Line,Adult,1297887
2022-08,T1 Western Line,CTP,621847
2022-08,T1 Western Line,Child/Youth,50954
2022-08,T1 Western Line,Concession,169554
2022-08,T1 Western Line,Day Pass without SAF,207
2022-08,T1 Western Line,Employee,19650
2022-08,T1 Western Line,Free Travel,2165
2022-08,T1 Western Line,School Student,137011
2022-08,T1 Western Line,Senior/Pensioner,231932
2022-08,T1 Western Line,Sgl Trip Rail Adult,6013
2022-08,T1 Western Line,Sgl Trip Rail Child/Youth,3716
2022-08,T2 Inner West Line,Adult,587603
2022-08,T2 Inner West Line,CTP,362914
2022-08,T2 Inner West Line,Child/Youth,22765
2022-08,T2 Inner West Line,Concession,63628
2022-08,T2 Inner West Line,Day Pass without SAF,5
2022-08,T2 Inner West Line,Employee,4650
2022-08,T2 Inner West Line,Free Travel,469
2022-08,T2 Inner West Line,School Student,44294
2022-08,T2 Inner West Line,Senior/Pensioner,96948
2022-08,T2 Inner West Line,Sgl Trip Rail Adult,2249
2022-08,T2 Inner West Line,Sgl Trip Rail Child/Youth,888
2022-08,T2 Leppington Line,Adult,812026
2022-08,T2 Leppington Line,CTP,411279
2022-08,T2 Leppington Line,Child/Youth,36717
2022-08,T2 Leppington Line,Concession,112187
2022-08,T2 Leppington Line,Day Pass without SAF,17
2022-08,T2 Leppington Line,Employee,7191
2022-08,T2 Leppington Line,Free Travel,1121
2022-08,T2 Leppington Line,School Student,65636
2022-08,T2 Leppington Line,Senior/Pensioner,181099
2022-08,T2 Leppington Line,Sgl Trip Rail Adult,4065
2022-08,T2 Leppington Line,Sgl Trip Rail Child/Youth,1974
2022-08,T3 Bankstown Line,Adult,625095
2022-08,T3 Bankstown Line,CTP,346484
2022-08,T3 Bankstown Line,Child/Youth,28893
2022-08,T3 Bankstown Line,Concession,83880
2022-08,T3 Bankstown Line,Day Pass without SAF,23
2022-08,T3 Bankstown Line,Employee,5676
2022-08,T3 Bankstown Line,Free Travel,770
2022-08,T3 Bankstown Line,School Student,47834
2022-08,T3 Bankstown Line,Senior/Pensioner,154271
2022-08,T3 Bankstown Line,Sgl Trip Rail Adult,3159
2022-08,T3 Bankstown Line,Sgl Trip Rail Child/Youth,1599
2022-08,T4 Eastern Suburbs and Illawarra Line,Adult,1566654
2022-08,T4 Eastern Suburbs and Illawarra Line,CTP,1076693
2022-08,T4 Eastern Suburbs and Illawarra Line,Child/Youth,71514
2022-08,T4 Eastern Suburbs and Illawarra Line,Concession,159895
2022-08,T4 Eastern Suburbs and Illawarra Line,Day Pass Child/Youth w/o SAF,1
2022-08,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,73
2022-08,T4 Eastern Suburbs and Illawarra Line,Employee,22479
2022-08,T4 Eastern Suburbs and Illawarra Line,Free Travel,3927
2022-08,T4 Eastern Suburbs and Illawarra Line,School Student,135829
2022-08,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,319220
2022-08,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,8457
2022-08,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,4011
2022-08,T5 Cumberland Line,Adult,222444
2022-08,T5 Cumberland Line,CTP,99456
2022-08,T5 Cumberland Line,Child/Youth,7918
2022-08,T5 Cumberland Line,Concession,31544
2022-08,T5 Cumberland Line,Employee,1199
2022-08,T5 Cumberland Line,Free Travel,24
2022-08,T5 Cumberland Line,School Student,21861
2022-08,T5 Cumberland Line,Senior/Pensioner,44980
2022-08,T5 Cumberland Line,Sgl Trip Rail Adult,476
2022-08,T5 Cumberland Line,Sgl Trip Rail Child/Youth,227
2022-08,T6 replacement buses,Adult,7176
2022-08,T6 replacement buses,CTP,54
2022-08,T6 replacement buses,Child/Youth,391
2022-08,T6 replacement buses,Concession,756
2022-08,T6 replacement buses,Employee,64
2022-08,T6 replacement buses,Free Travel,19
2022-08,T6 replacement buses,School Student,989
2022-08,T6 replacement buses,Senior/Pensioner,2279
2022-08,T7 Olympic Park Line,Adult,29034
2022-08,T7 Olympic Park Line,CTP,17365
2022-08,T7 Olympic Park Line,Child/Youth,1868
2022-08,T7 Olympic Park Line,Concession,2784
2022-08,T7 Olympic Park Line,Employee,300
2022-08,T7 Olympic Park Line,Free Travel,46
2022-08,T7 Olympic Park Line,School Student,1705
2022-08,T7 Olympic Park Line,Senior/Pensioner,3958
2022-08,T7 Olympic Park Line,Sgl Trip Rail Adult,179
2022-08,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,67
2022-08,T8 Airport and South Line,Adult,1001258
2022-08,T8 Airport and South Line,CTP,692720
2022-08,T8 Airport and South Line,Child/Youth,42627
2022-08,T8 Airport and South Line,Concession,117095
2022-08,T8 Airport and South Line,Day Pass Child/Youth w/o SAF,3
2022-08,T8 Airport and South Line,Day Pass without SAF,44
2022-08,T8 Airport and South Line,Employee,16267
2022-08,T8 Airport and South Line,Free Travel,1938
2022-08,T8 Airport and South Line,School Student,71179
2022-08,T8 Airport and South Line,Senior/Pensioner,157790
2022-08,T8 Airport and South Line,Sgl Trip Rail Adult,31571
2022-08,T8 Airport and South Line,Sgl Trip Rail Child/Youth,6391
